ID,name,location,date,source,x,y,notes,top,bottom,clay,silt,sand,particle_density,bulk_density,FC,PWP,FastDP,SlowDP,total_porosity,dispertion_ratio,electric_conductivity,hydraulic_conductivity,infiltration_velocity,pH,organic_matter,N,P,K,MWDV
2115,INIA-UDEC_515,Interior Cerro Galera,NA,CHLSOC,-71.78873351,-45.78201941,NA,72,106,7.1,33.5,59.4,NA,0.75,0.423,0.22,NA,NA,NA,NA,NA,NA,NA,5.53,2.17224,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,0,10,6,35.5,58.5,NA,0.71,0.459,0.239,NA,NA,NA,NA,NA,NA,NA,4.95,8.0166,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,10,29,5.9,36,58.1,NA,0.75,0.401,0.209,NA,NA,NA,NA,NA,NA,NA,5.2,16.67108,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,29,59,5.8,36.2,58,NA,0.71,0.35,0.182,NA,NA,NA,NA,NA,NA,NA,5.38,4.94788,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,59,72,5.7,37.9,56.4,NA,0.72,0.332,0.172,NA,NA,NA,NA,NA,NA,NA,5.33,2.60324,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,72,89,5.5,48.1,46.4,NA,0.74,0.302,0.157,NA,NA,NA,NA,NA,NA,NA,5.37,0.03448,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,89,97,5.3,31.1,63.6,NA,0.74,0.247,0.128,NA,NA,NA,NA,NA,NA,NA,5.39,0.7758,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,97,125,5.6,30.1,64.3,NA,0.82,0.486,0.253,NA,NA,NA,NA,NA,NA,NA,5.49,2.98252,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,125,157,6.1,21.3,72.6,NA,0.96,0.34,0.2,NA,NA,NA,NA,NA,NA,NA,5.59,1.8964,NA,NA,NA,NA
2116,INIA-UDEC_516,INIA Tamel Aike sector Piedrero,NA,CHLSOC,-72.06091754,-45.75910861,NA,157,178,5.8,20.5,73.7,NA,1.13,0.406,0.211,NA,NA,NA,NA,NA,NA,NA,5.42,0.93096,NA,NA,NA,NA
